gen_id,manifest_date,BackupState,SnapshotState,log_day_id,log_title,log_datetime,delta_minutes_log_minus_manifest,abs_delta_minutes,within_60m,within_180m,within_360m,matched_layer_count,matched_layers,process_tokens
0401_020720,2026-04-01,empty,uploading,0401,maild-2026-04-01-092447.ips,2026-04-01 09:24:47,437.45,437.45,False,False,False,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,other
0401_020720,2026-04-01,empty,uploading,0401,maild-2026-04-01-092447.ips,2026-04-01 09:24:47,437.45,437.45,False,False,False,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,other
0401_020720,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-092847.ips,2026-04-01 09:28:47,441.45,441.45,False,False,False,1,orchestration_trigger,other
0401_020720,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-092847.ips,2026-04-01 09:28:47,441.45,441.45,False,False,False,1,orchestration_trigger,other
0401_020720,2026-04-01,empty,uploading,0401,JetsamEvent-2026-04-01-100312.ips,2026-04-01 10:03:12,475.87,475.87,False,False,False,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_020720,2026-04-01,empty,uploading,0401,JetsamEvent-2026-04-01-105144.ips,2026-04-01 10:51:44,524.4,524.4,False,False,False,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_020720,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-105203.ips,2026-04-01 10:52:03,524.72,524.72,False,False,False,1,orchestration_trigger,other
0401_020720,2026-04-01,empty,uploading,0401,maild-2026-04-01-121421.ips,2026-04-01 12:14:21,607.02,607.02,False,False,False,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,other
0401_020720,2026-04-01,empty,uploading,0401,ScreenshotServicesService-2026-04-01-122500.ips,2026-04-01 12:25:00,617.67,617.67,False,False,False,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,other
0401_020720,2026-04-01,empty,uploading,0401,ospredictiond.cpu_resource-2026-04-01-122618.ips,2026-04-01 12:26:18,618.97,618.97,False,False,False,4,telecom|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_020720,2026-04-01,empty,uploading,0401,xp_amp_app_usage_dnu-2026-04-01-122733.ips,2026-04-01 12:27:33,620.22,620.22,False,False,False,5,telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,usage
0401_020720,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-122930.ips,2026-04-01 12:29:30,622.17,622.17,False,False,False,1,orchestration_trigger,other
0401_020720,2026-04-01,empty,uploading,0401,proactive_event_tracker-com_apple_Trial-com_apple_triald-2026-04-01-125620.ips,2026-04-01 12:56:20,649.0,649.0,False,False,False,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,triald
0401_020720,2026-04-01,empty,uploading,0401,proactive_event_tracker-com_apple_Trial-com_apple_triald-2026-04-01-125620.ips,2026-04-01 12:56:20,649.0,649.0,False,False,False,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,triald
0401_020720,2026-04-01,empty,uploading,0401,duetexpertd.cpu_resource-2026-04-01-125722.ips,2026-04-01 12:57:22,650.03,650.03,False,False,False,5,account_cloud|telecom|orchestration_trigger|evidence_backup_storage|usage_state,duet
0401_020720,2026-04-01,empty,uploading,0401,duetexpertd.cpu_resource-2026-04-01-125722.ips,2026-04-01 12:57:22,650.03,650.03,False,False,False,5,account_cloud|telecom|orchestration_trigger|evidence_backup_storage|usage_state,duet
0401_020720,2026-04-01,empty,uploading,0401,photoanalysisd.cpu_resource-2026-04-01-130548.ips,2026-04-01 13:05:48,658.47,658.47,False,False,False,4,telecom|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_020720,2026-04-01,empty,uploading,0401,photoanalysisd.cpu_resource-2026-04-01-130548.ips,2026-04-01 13:05:48,658.47,658.47,False,False,False,4,telecom|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_020720,2026-04-01,empty,uploading,0401,searchd-2026-04-01-131841.ips,2026-04-01 13:18:41,671.35,671.35,False,False,False,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,searchd
0401_020720,2026-04-01,empty,uploading,0401,searchd-2026-04-01-131841.ips,2026-04-01 13:18:41,671.35,671.35,False,False,False,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,searchd
0401_020720,2026-04-01,empty,uploading,0401,spotlightknowledged.cpu_resource-2026-04-01-132344.ips,2026-04-01 13:23:44,676.4,676.4,False,False,False,5,account_cloud|telecom|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_020720,2026-04-01,empty,uploading,0401,spotlightknowledged.cpu_resource-2026-04-01-132344.ips,2026-04-01 13:23:44,676.4,676.4,False,False,False,5,account_cloud|telecom|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_020720,2026-04-01,empty,uploading,0401,stacks-2026-04-01-133100.ips,2026-04-01 13:31:00,683.67,683.67,False,False,False,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_020720,2026-04-01,empty,uploading,0401,stacks-2026-04-01-133100.ips,2026-04-01 13:31:00,683.67,683.67,False,False,False,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_020720,2026-04-01,empty,uploading,0401,stacks-2026-04-01-133344.ips,2026-04-01 13:33:44,686.4,686.4,False,False,False,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_020720,2026-04-01,empty,uploading,0401,stacks-2026-04-01-133344.ips,2026-04-01 13:33:44,686.4,686.4,False,False,False,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_020720,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-133347.ips,2026-04-01 13:33:47,686.45,686.45,False,False,False,1,orchestration_trigger,other
0401_020720,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-133347.ips,2026-04-01 13:33:47,686.45,686.45,False,False,False,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,ScreenshotServicesService-2026-04-01-070116.ips,2026-04-01 07:01:16,81.27,81.27,False,True,True,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,other
0401_053959,2026-04-01,empty,uploading,0401,Analytics-2026-04-01-070200.ips.ca.synced,2026-04-01 07:02:00,82.0,82.0,False,True,True,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,stacks-2026-04-01-070347.ips,2026-04-01 07:03:47,83.79,83.79,False,True,True,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,assetsd-2026-04-01-070524.ips,2026-04-01 07:05:24,85.4,85.4,False,True,True,6,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage,other
0401_053959,2026-04-01,empty,uploading,0401,SFA-CloudServices.json-2026-04-01-072025.ips,2026-04-01 07:20:25,100.42,100.42,False,True,True,2,account_cloud|evidence_backup_storage,other
0401_053959,2026-04-01,empty,uploading,0401,SFA-networking.json-2026-04-01-072026.ips,2026-04-01 07:20:26,100.44,100.44,False,True,True,1,account_cloud,other
0401_053959,2026-04-01,empty,uploading,0401,SFA-ckks.json-2026-04-01-072027.ips,2026-04-01 07:20:27,100.45,100.45,False,True,True,3,account_cloud|orchestration_trigger|evidence_backup_storage,ckks
0401_053959,2026-04-01,empty,uploading,0401,SFA-local.json-2026-04-01-072027.0003.ips,2026-04-01 07:20:27,100.45,100.45,False,True,True,3,account_cloud|telecom|evidence_backup_storage,other
0401_053959,2026-04-01,empty,uploading,0401,SFA-pcs.json-2026-04-01-072027.0002.ips,2026-04-01 07:20:27,100.45,100.45,False,True,True,1,account_cloud,other
0401_053959,2026-04-01,empty,uploading,0401,SFA-sos.json-2026-04-01-072027.000.ips,2026-04-01 07:20:27,100.45,100.45,False,True,True,1,account_cloud,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-072116.ips,2026-04-01 07:21:16,101.27,101.27,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,stacks-2026-04-01-035554.ips,2026-04-01 03:55:54,-104.1,104.1,False,True,True,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,stacks-2026-04-01-035554.ips,2026-04-01 03:55:54,-104.1,104.1,False,True,True,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-072417.ips,2026-04-01 07:24:17,104.29,104.29,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-072625.ips,2026-04-01 07:26:25,106.42,106.42,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-072929.ips,2026-04-01 07:29:29,109.49,109.49,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-034506.ips,2026-04-01 03:45:06,-114.9,114.9,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-034506.ips,2026-04-01 03:45:06,-114.9,114.9,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-034335.ips,2026-04-01 03:43:35,-116.41,116.41,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-034335.ips,2026-04-01 03:43:35,-116.41,116.41,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-034131.ips,2026-04-01 03:41:31,-118.48,118.48,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-034131.ips,2026-04-01 03:41:31,-118.48,118.48,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-033922.ips,2026-04-01 03:39:22,-120.63,120.63,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-033922.ips,2026-04-01 03:39:22,-120.63,120.63,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-033720.ips,2026-04-01 03:37:20,-122.66,122.66,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-033720.ips,2026-04-01 03:37:20,-122.66,122.66,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-033519.ips,2026-04-01 03:35:19,-124.68,124.68,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-033519.ips,2026-04-01 03:35:19,-124.68,124.68,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-033315.ips,2026-04-01 03:33:15,-126.75,126.75,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-033315.ips,2026-04-01 03:33:15,-126.75,126.75,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-032956.ips,2026-04-01 03:29:56,-130.06,130.06,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-032956.ips,2026-04-01 03:29:56,-130.06,130.06,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-032751.ips,2026-04-01 03:27:51,-132.15,132.15,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-032751.ips,2026-04-01 03:27:51,-132.15,132.15,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-032448.ips,2026-04-01 03:24:48,-135.2,135.2,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-032448.ips,2026-04-01 03:24:48,-135.2,135.2,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-032246.ips,2026-04-01 03:22:46,-137.23,137.23,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-032246.ips,2026-04-01 03:22:46,-137.23,137.23,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,searchd.diskwrites_resource-2026-04-01-031603,2026-04-01 03:16:03,-143.95,143.95,False,True,True,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,searchd
0401_053959,2026-04-01,empty,uploading,0401,searchd.diskwrites_resource-2026-04-01-031603.ips,2026-04-01 03:16:03,-143.95,143.95,False,True,True,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,searchd
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-025020.ips,2026-04-01 02:50:20,-169.66,169.66,False,True,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,forceReset-full-2026-04-01-024954.0002.ips,2026-04-01 02:49:54,-170.1,170.1,False,True,True,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,forceReset-full-2026-04-01-024954.0002.ips,2026-04-01 02:49:54,-170.1,170.1,False,True,True,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,stacks-2026-04-01-091501.ips,2026-04-01 09:15:01,215.02,215.02,False,False,True,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,stacks-2026-04-01-091501.ips,2026-04-01 09:15:01,215.02,215.02,False,False,True,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-091505.ips,2026-04-01 09:15:05,215.09,215.09,False,False,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-091505.ips,2026-04-01 09:15:05,215.09,215.09,False,False,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,stacks-2026-04-01-091742.ips,2026-04-01 09:17:42,217.7,217.7,False,False,True,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,stacks-2026-04-01-091742.ips,2026-04-01 09:17:42,217.7,217.7,False,False,True,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-091745.ips,2026-04-01 09:17:45,217.75,217.75,False,False,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-091745.ips,2026-04-01 09:17:45,217.75,217.75,False,False,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-091813.ips,2026-04-01 09:18:13,218.22,218.22,False,False,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-091813.ips,2026-04-01 09:18:13,218.22,218.22,False,False,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-091854.ips,2026-04-01 09:18:54,218.9,218.9,False,False,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-091854.ips,2026-04-01 09:18:54,218.9,218.9,False,False,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,JetsamEvent-2026-04-01-091932.ips,2026-04-01 09:19:32,219.54,219.54,False,False,True,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,JetsamEvent-2026-04-01-091932.ips,2026-04-01 09:19:32,219.54,219.54,False,False,True,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,maild-2026-04-01-092447.ips,2026-04-01 09:24:47,224.79,224.79,False,False,True,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,other
0401_053959,2026-04-01,empty,uploading,0401,maild-2026-04-01-092447.ips,2026-04-01 09:24:47,224.79,224.79,False,False,True,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-092847.ips,2026-04-01 09:28:47,228.79,228.79,False,False,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-092847.ips,2026-04-01 09:28:47,228.79,228.79,False,False,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,stacks-2026-04-01-014628.ips,2026-04-01 01:46:28,-233.53,233.53,False,False,True,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,log-power-2026-04-01-014503.session,2026-04-01 01:45:03,-234.95,234.95,False,False,True,4,telecom|fileprovider|orchestration_trigger|evidence_backup_storage,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-014315.ips,2026-04-01 01:43:15,-236.75,236.75,False,False,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,stacks-2026-04-01-014310.ips,2026-04-01 01:43:10,-236.83,236.83,False,False,True,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,ospredictiond.cpu_resource-2026-04-01-013740.ips,2026-04-01 01:37:40,-242.33,242.33,False,False,True,4,telecom|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,SFA-local.json-2026-04-01-013557.ips,2026-04-01 01:35:57,-244.05,244.05,False,False,True,3,account_cloud|telecom|evidence_backup_storage,other
0401_053959,2026-04-01,empty,uploading,0401,SFA-ckks.json-2026-04-01-013556.ips,2026-04-01 01:35:56,-244.06,244.06,False,False,True,3,account_cloud|orchestration_trigger|evidence_backup_storage,ckks
0401_053959,2026-04-01,empty,uploading,0401,SFA-pcs.json-2026-04-01-013556.0002.ips,2026-04-01 01:35:56,-244.06,244.06,False,False,True,1,account_cloud,other
0401_053959,2026-04-01,empty,uploading,0401,SFA-sos.json-2026-04-01-013556.000.ips,2026-04-01 01:35:56,-244.06,244.06,False,False,True,1,account_cloud,other
0401_053959,2026-04-01,empty,uploading,0401,SFA-networking.json-2026-04-01-013555.ips,2026-04-01 01:35:55,-244.08,244.08,False,False,True,2,account_cloud|telecom,other
0401_053959,2026-04-01,empty,uploading,0401,SFA-CloudServices.json-2026-04-01-013554.ips,2026-04-01 01:35:54,-244.1,244.1,False,False,True,2,account_cloud|evidence_backup_storage,other
0401_053959,2026-04-01,empty,uploading,0401,JetsamEvent-2026-04-01-100312.ips,2026-04-01 10:03:12,263.2,263.2,False,False,True,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,xp_amp_app_usage_dnu-2026-04-01-002904.ips,2026-04-01 00:29:04,-310.93,310.93,False,False,True,2,telecom|usage_state,usage
0401_053959,2026-04-01,empty,uploading,0401,JetsamEvent-2026-04-01-105144.ips,2026-04-01 10:51:44,311.74,311.74,False,False,True,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-105203.ips,2026-04-01 10:52:03,312.05,312.05,False,False,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-001421.ips,2026-04-01 00:14:21,-325.65,325.65,False,False,True,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,maild-2026-04-01-121421.ips,2026-04-01 12:14:21,394.35,394.35,False,False,False,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,other
0401_053959,2026-04-01,empty,uploading,0401,ScreenshotServicesService-2026-04-01-122500.ips,2026-04-01 12:25:00,405.0,405.0,False,False,False,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,other
0401_053959,2026-04-01,empty,uploading,0401,ospredictiond.cpu_resource-2026-04-01-122618.ips,2026-04-01 12:26:18,406.3,406.3,False,False,False,4,telecom|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,xp_amp_app_usage_dnu-2026-04-01-122733.ips,2026-04-01 12:27:33,407.55,407.55,False,False,False,5,telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,usage
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-122930.ips,2026-04-01 12:29:30,409.5,409.5,False,False,False,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,proactive_event_tracker-com_apple_Trial-com_apple_triald-2026-04-01-125620.ips,2026-04-01 12:56:20,436.34,436.34,False,False,False,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,triald
0401_053959,2026-04-01,empty,uploading,0401,proactive_event_tracker-com_apple_Trial-com_apple_triald-2026-04-01-125620.ips,2026-04-01 12:56:20,436.34,436.34,False,False,False,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,triald
0401_053959,2026-04-01,empty,uploading,0401,duetexpertd.cpu_resource-2026-04-01-125722.ips,2026-04-01 12:57:22,437.37,437.37,False,False,False,5,account_cloud|telecom|orchestration_trigger|evidence_backup_storage|usage_state,duet
0401_053959,2026-04-01,empty,uploading,0401,duetexpertd.cpu_resource-2026-04-01-125722.ips,2026-04-01 12:57:22,437.37,437.37,False,False,False,5,account_cloud|telecom|orchestration_trigger|evidence_backup_storage|usage_state,duet
0401_053959,2026-04-01,empty,uploading,0401,photoanalysisd.cpu_resource-2026-04-01-130548.ips,2026-04-01 13:05:48,445.8,445.8,False,False,False,4,telecom|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,photoanalysisd.cpu_resource-2026-04-01-130548.ips,2026-04-01 13:05:48,445.8,445.8,False,False,False,4,telecom|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,searchd-2026-04-01-131841.ips,2026-04-01 13:18:41,458.69,458.69,False,False,False,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,searchd
0401_053959,2026-04-01,empty,uploading,0401,searchd-2026-04-01-131841.ips,2026-04-01 13:18:41,458.69,458.69,False,False,False,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,searchd
0401_053959,2026-04-01,empty,uploading,0401,spotlightknowledged.cpu_resource-2026-04-01-132344.ips,2026-04-01 13:23:44,463.74,463.74,False,False,False,5,account_cloud|telecom|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,spotlightknowledged.cpu_resource-2026-04-01-132344.ips,2026-04-01 13:23:44,463.74,463.74,False,False,False,5,account_cloud|telecom|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,stacks-2026-04-01-133100.ips,2026-04-01 13:31:00,471.0,471.0,False,False,False,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,stacks-2026-04-01-133100.ips,2026-04-01 13:31:00,471.0,471.0,False,False,False,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,stacks-2026-04-01-133344.ips,2026-04-01 13:33:44,473.74,473.74,False,False,False,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,stacks-2026-04-01-133344.ips,2026-04-01 13:33:44,473.74,473.74,False,False,False,7,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage|usage_state,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-133347.ips,2026-04-01 13:33:47,473.79,473.79,False,False,False,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-133347.ips,2026-04-01 13:33:47,473.79,473.79,False,False,False,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-142401.ips,2026-04-01 14:24:01,524.02,524.02,False,False,False,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,searchd.diskwrites_resource-2026-04-01-142801.ips,2026-04-01 14:28:01,528.02,528.02,False,False,False,4,account_cloud|telecom|orchestration_trigger|evidence_backup_storage,searchd
0401_053959,2026-04-01,empty,uploading,0401,calaccessd-2026-04-01-143300.ips,2026-04-01 14:33:00,533.0,533.0,False,False,False,6,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage,other
0401_053959,2026-04-01,empty,uploading,0401,AlipayWallet-2026-04-01-143328.ips,2026-04-01 14:33:28,533.47,533.47,False,False,False,6,account_cloud|restriction_management|telecom|fileprovider|orchestration_trigger|evidence_backup_storage,other
0401_053959,2026-04-01,empty,uploading,0401,SiriSearchFeedback-2026-04-01-170946.ips,2026-04-01 17:09:46,689.77,689.77,False,False,False,1,orchestration_trigger,other
0401_053959,2026-04-01,empty,uploading,0401,SFA-CloudServices.json-2026-04-01-171558.ips,2026-04-01 17:15:58,695.97,695.97,False,False,False,2,account_cloud|evidence_backup_storage,other
0401_053959,2026-04-01,empty,uploading,0401,SFA-ckks.json-2026-04-01-171559.000.ips,2026-04-01 17:15:59,695.99,695.99,False,False,False,3,account_cloud|orchestration_trigger|evidence_backup_storage,ckks
0401_053959,2026-04-01,empty,uploading,0401,SFA-networking.json-2026-04-01-171559.ips,2026-04-01 17:15:59,695.99,695.99,False,False,False,1,account_cloud,other
0401_053959,2026-04-01,empty,uploading,0401,SFA-local.json-2026-04-01-171600.0002.ips,2026-04-01 17:16:00,696.0,696.0,False,False,False,3,account_cloud|telecom|evidence_backup_storage,other
0401_053959,2026-04-01,empty,uploading,0401,SFA-pcs.json-2026-04-01-171600.000.ips,2026-04-01 17:16:00,696.0,696.0,False,False,False,1,account_cloud,other
0401_053959,2026-04-01,empty,uploading,0401,SFA-sos.json-2026-04-01-171600.ips,2026-04-01 17:16:00,696.0,696.0,False,False,False,1,account_cloud,other
