pointer_id,main_repository,canonical_repository,canonical_path,summary_path,output_manifest_path,public_rows,errors,duplicates,hashed_count,csv_size_bytes,csv_sha256,boundary
GLOBAL_RAW_HASH_REGISTER,https://github.com/Cc-Apple/apple-account-control-layer-forensics,https://github.com/Cc-Apple/shadow-cloud-state-reconstruction,evidence-index/RAW_ARTIFACT_HASH_REGISTER_PUBLIC.csv,manifests/RAW_ARTIFACT_HASH_REGISTER_SUMMARY.json,manifests/RAW_HASH_REGISTER_OUTPUT_SHA256_MANIFEST.csv,56508,0,3650,56508,18219829,8f1fcd108cf7ed39d45034d2ee0d4ff08768ace8fcedf9ed2845bcc11ddad372,"Integrity/reproducibility anchor only; not malware IOC, not attribution, not C2 proof."
