gen_id,bucket,is_hex_bucket,file_count,total_size_bytes,total_size_gib,zero_byte_files,small_1kb_or_less,large_1mb_or_more,large_100mb_or_more,category_counts,magic_counts
0401_020720,55,True,23,8619152,0.008,0,13,1,0,"{""snapshot_file"": 23}","{""binary_or_unknown"": 23}"
0401_020720,56,True,24,525425680,0.4893,0,7,1,1,"{""snapshot_file"": 24}","{""binary_or_unknown"": 24}"
0401_020720,57,True,29,2445872,0.0023,0,13,1,0,"{""snapshot_file"": 29}","{""binary_or_unknown"": 28, ""json_like"": 1}"
0401_020720,58,True,30,644352,0.0006,0,13,0,0,"{""snapshot_file"": 30}","{""binary_or_unknown"": 29, ""json_like"": 1}"
0401_020720,59,True,26,1981152,0.0018,0,9,1,0,"{""snapshot_file"": 26}","{""binary_or_unknown"": 26}"
0401_020720,5a,True,27,705184,0.0007,0,9,0,0,"{""snapshot_file"": 27}","{""binary_or_unknown"": 26, ""json_like"": 1}"
0401_020720,5b,True,19,4479200,0.0042,0,6,2,0,"{""snapshot_file"": 19}","{""binary_or_unknown"": 19}"
0401_020720,5c,True,27,1422016,0.0013,0,15,0,0,"{""snapshot_file"": 27}","{""binary_or_unknown"": 27}"
0401_020720,5d,True,30,1819472,0.0017,0,12,1,0,"{""snapshot_file"": 30}","{""binary_or_unknown"": 30}"
0401_020720,5e,True,26,1211264,0.0011,0,8,0,0,"{""snapshot_file"": 26}","{""binary_or_unknown"": 26}"
0401_020720,5f,True,24,300198768,0.2796,0,11,2,1,"{""snapshot_file"": 24}","{""binary_or_unknown"": 24}"
0401_020720,60,True,27,1588384,0.0015,0,8,0,0,"{""snapshot_file"": 27}","{""binary_or_unknown"": 27}"
0401_020720,61,True,28,599760,0.0006,0,15,0,0,"{""snapshot_file"": 28}","{""binary_or_unknown"": 28}"
0401_020720,62,True,17,709152,0.0007,0,5,0,0,"{""snapshot_file"": 17}","{""binary_or_unknown"": 17}"
0401_020720,63,True,21,6777008,0.0063,0,11,1,0,"{""snapshot_file"": 21}","{""binary_or_unknown"": 21}"
0401_020720,64,True,28,2578480,0.0024,0,12,1,0,"{""snapshot_file"": 28}","{""binary_or_unknown"": 27, ""json_like"": 1}"
0401_020720,65,True,32,805296,0.0007,0,12,0,0,"{""snapshot_file"": 32}","{""binary_or_unknown"": 32}"
0401_020720,66,True,23,1026256,0.001,0,14,0,0,"{""snapshot_file"": 23}","{""binary_or_unknown"": 23}"
0401_020720,67,True,27,4220304,0.0039,0,14,1,0,"{""snapshot_file"": 27}","{""binary_or_unknown"": 27}"
0401_020720,68,True,27,325007200,0.3027,0,11,1,1,"{""snapshot_file"": 27}","{""binary_or_unknown"": 27}"
0401_020720,69,True,30,540912,0.0005,0,16,0,0,"{""snapshot_file"": 30}","{""binary_or_unknown"": 30}"
0401_020720,6a,True,30,2500880,0.0023,0,12,1,0,"{""snapshot_file"": 30}","{""binary_or_unknown"": 30}"
0401_020720,6b,True,25,283528592,0.2641,0,10,2,1,"{""snapshot_file"": 25}","{""binary_or_unknown"": 25}"
0401_020720,6c,True,21,2443600,0.0023,0,7,0,0,"{""snapshot_file"": 21}","{""binary_or_unknown"": 21}"
0401_020720,6d,True,28,451552,0.0004,0,12,0,0,"{""snapshot_file"": 28}","{""binary_or_unknown"": 28}"
0401_020720,6e,True,23,316736,0.0003,0,12,0,0,"{""snapshot_file"": 23}","{""binary_or_unknown"": 23}"
0401_020720,6f,True,30,1603232,0.0015,0,11,0,0,"{""snapshot_file"": 30}","{""binary_or_unknown"": 30}"
0401_020720,70,True,30,3292512,0.0031,0,12,1,0,"{""snapshot_file"": 30}","{""binary_or_unknown"": 30}"
0401_020720,71,True,21,9747232,0.0091,0,9,1,0,"{""snapshot_file"": 21}","{""binary_or_unknown"": 20, ""json_like"": 1}"
0401_020720,72,True,28,613008,0.0006,0,11,0,0,"{""snapshot_file"": 28}","{""binary_or_unknown"": 28}"
0401_020720,73,True,28,935664,0.0009,0,12,0,0,"{""snapshot_file"": 28}","{""binary_or_unknown"": 28}"
0401_020720,74,True,25,1003424,0.0009,0,11,0,0,"{""snapshot_file"": 25}","{""binary_or_unknown"": 25}"
0401_020720,75,True,29,1162304,0.0011,0,12,0,0,"{""snapshot_file"": 29}","{""binary_or_unknown"": 29}"
0401_020720,76,True,21,199575056,0.1859,0,9,1,1,"{""snapshot_file"": 21}","{""binary_or_unknown"": 21}"
0401_020720,77,True,32,1510464,0.0014,0,18,0,0,"{""snapshot_file"": 32}","{""binary_or_unknown"": 31, ""json_like"": 1}"
0401_020720,78,True,35,1759680,0.0016,0,16,0,0,"{""snapshot_file"": 35}","{""binary_or_unknown"": 35}"
0401_020720,79,True,33,609425248,0.5676,0,13,2,2,"{""snapshot_file"": 33}","{""binary_or_unknown"": 33}"
0401_020720,7a,True,22,309089808,0.2879,0,6,3,1,"{""snapshot_file"": 22}","{""binary_or_unknown"": 20, ""json_like"": 2}"
0401_020720,7b,True,30,334028032,0.3111,0,15,2,1,"{""snapshot_file"": 30}","{""binary_or_unknown"": 29, ""json_like"": 1}"
0401_020720,7c,True,27,1384896,0.0013,0,6,0,0,"{""snapshot_file"": 27}","{""binary_or_unknown"": 26, ""json_like"": 1}"
0401_020720,7d,True,29,3355696,0.0031,0,10,1,0,"{""snapshot_file"": 29}","{""binary_or_unknown"": 29}"
0401_020720,7e,True,29,4815536,0.0045,0,12,2,0,"{""snapshot_file"": 29}","{""binary_or_unknown"": 29}"
0401_020720,7f,True,28,298604576,0.2781,0,11,2,1,"{""snapshot_file"": 28}","{""binary_or_unknown"": 28}"
0401_020720,80,True,26,3899104,0.0036,0,14,1,0,"{""snapshot_file"": 26}","{""binary_or_unknown"": 26}"
0401_020720,81,True,25,1157344,0.0011,0,9,0,0,"{""snapshot_file"": 25}","{""binary_or_unknown"": 25}"
0401_020720,82,True,25,1010800,0.0009,0,10,0,0,"{""snapshot_file"": 25}","{""binary_or_unknown"": 24, ""json_like"": 1}"
0401_020720,83,True,24,837824,0.0008,0,10,0,0,"{""snapshot_file"": 24}","{""binary_or_unknown"": 24}"
0401_020720,84,True,22,1852096,0.0017,0,9,1,0,"{""snapshot_file"": 22}","{""binary_or_unknown"": 22}"
0401_020720,85,True,24,4354496,0.0041,0,10,2,0,"{""snapshot_file"": 24}","{""binary_or_unknown"": 24}"
0401_020720,86,True,18,349472,0.0003,0,9,0,0,"{""snapshot_file"": 18}","{""binary_or_unknown"": 18}"
0401_020720,87,True,31,15818288,0.0147,0,11,1,0,"{""snapshot_file"": 31}","{""binary_or_unknown"": 31}"
0401_020720,88,True,21,753328,0.0007,0,8,0,0,"{""snapshot_file"": 21}","{""binary_or_unknown"": 21}"
0401_020720,89,True,24,1604288,0.0015,0,14,1,0,"{""snapshot_file"": 24}","{""binary_or_unknown"": 23, ""json_like"": 1}"
0401_020720,8a,True,25,1485984,0.0014,0,4,0,0,"{""snapshot_file"": 25}","{""binary_or_unknown"": 25}"
0401_020720,8b,True,23,3516768,0.0033,0,12,1,0,"{""snapshot_file"": 23}","{""binary_or_unknown"": 23}"
0401_020720,8c,True,28,8201488,0.0076,0,11,1,0,"{""snapshot_file"": 28}","{""binary_or_unknown"": 28}"
0401_020720,8d,True,28,5600656,0.0052,0,11,1,0,"{""snapshot_file"": 28}","{""binary_or_unknown"": 28}"
0401_020720,8e,True,34,1076656,0.001,0,13,0,0,"{""snapshot_file"": 34}","{""binary_or_unknown"": 34}"
0401_020720,8f,True,37,4105440,0.0038,0,17,3,0,"{""snapshot_file"": 37}","{""binary_or_unknown"": 37}"
0401_020720,90,True,27,1591856,0.0015,0,14,1,0,"{""snapshot_file"": 27}","{""binary_or_unknown"": 27}"
0401_020720,91,True,34,14016960,0.0131,0,8,2,0,"{""snapshot_file"": 34}","{""binary_or_unknown"": 33, ""json_like"": 1}"
0401_020720,92,True,29,313082640,0.2916,0,17,1,1,"{""snapshot_file"": 29}","{""binary_or_unknown"": 29}"
0401_020720,93,True,25,11568912,0.0108,0,8,4,0,"{""snapshot_file"": 25}","{""binary_or_unknown"": 25}"
0401_020720,94,True,26,1235216,0.0012,0,9,0,0,"{""snapshot_file"": 26}","{""binary_or_unknown"": 26}"
0401_020720,95,True,29,1944832,0.0018,0,9,1,0,"{""snapshot_file"": 29}","{""binary_or_unknown"": 29}"
0401_020720,96,True,30,2250816,0.0021,0,12,0,0,"{""snapshot_file"": 30}","{""binary_or_unknown"": 30}"
0401_020720,97,True,31,14032384,0.0131,0,10,1,0,"{""snapshot_file"": 31}","{""json_like"": 1, ""binary_or_unknown"": 30}"
0401_020720,98,True,27,1134416,0.0011,0,11,0,0,"{""snapshot_file"": 27}","{""binary_or_unknown"": 27}"
0401_020720,99,True,33,1795776,0.0017,0,12,0,0,"{""snapshot_file"": 33}","{""binary_or_unknown"": 33}"
0401_020720,9a,True,37,2128800,0.002,0,14,0,0,"{""snapshot_file"": 37}","{""binary_or_unknown"": 37}"
0401_020720,9b,True,22,482032,0.0004,0,11,0,0,"{""snapshot_file"": 22}","{""binary_or_unknown"": 22}"
0401_020720,9c,True,48,12000896,0.0112,0,29,2,0,"{""snapshot_file"": 48}","{""binary_or_unknown"": 45, ""json_like"": 3}"
0401_020720,9d,True,28,5149568,0.0048,0,3,1,0,"{""snapshot_file"": 28}","{""binary_or_unknown"": 28}"
0401_020720,9e,True,22,1677376,0.0016,0,11,1,0,"{""snapshot_file"": 22}","{""binary_or_unknown"": 22}"
0401_020720,9f,True,28,2329792,0.0022,0,14,1,0,"{""snapshot_file"": 28}","{""binary_or_unknown"": 28}"
0401_020720,a0,True,31,1311040,0.0012,0,15,0,0,"{""snapshot_file"": 31}","{""binary_or_unknown"": 31}"
0401_020720,a1,True,30,847568,0.0008,0,15,0,0,"{""snapshot_file"": 30}","{""binary_or_unknown"": 29, ""json_like"": 1}"
0401_020720,a2,True,29,3519552,0.0033,0,9,1,0,"{""snapshot_file"": 29}","{""binary_or_unknown"": 29}"
0401_020720,a3,True,37,320936624,0.2989,0,11,1,1,"{""snapshot_file"": 37}","{""binary_or_unknown"": 36, ""json_like"": 1}"
0401_020720,a4,True,34,326123760,0.3037,0,15,2,1,"{""snapshot_file"": 34}","{""binary_or_unknown"": 34}"
0401_020720,a5,True,22,1082320,0.001,0,11,0,0,"{""snapshot_file"": 22}","{""binary_or_unknown"": 22}"
0401_020720,a6,True,28,778272,0.0007,0,12,0,0,"{""snapshot_file"": 28}","{""binary_or_unknown"": 27, ""json_like"": 1}"
0401_020720,a7,True,26,527568240,0.4913,0,13,2,1,"{""snapshot_file"": 26}","{""binary_or_unknown"": 26}"
0401_020720,a8,True,30,315253008,0.2936,0,12,2,1,"{""snapshot_file"": 30}","{""binary_or_unknown"": 30}"
0401_020720,a9,True,39,2412864,0.0022,0,17,1,0,"{""snapshot_file"": 39}","{""binary_or_unknown"": 39}"
0401_020720,aa,True,17,12787456,0.0119,0,7,1,0,"{""snapshot_file"": 17}","{""binary_or_unknown"": 17}"
0401_020720,ab,True,25,1509328,0.0014,0,12,0,0,"{""snapshot_file"": 25}","{""binary_or_unknown"": 25}"
0401_020720,ac,True,22,2320256,0.0022,0,2,1,0,"{""snapshot_file"": 22}","{""binary_or_unknown"": 21, ""json_like"": 1}"
0401_020720,ad,True,28,1154432,0.0011,0,7,0,0,"{""snapshot_file"": 28}","{""binary_or_unknown"": 28}"
0401_020720,ae,True,28,317026784,0.2953,0,19,1,1,"{""snapshot_file"": 28}","{""binary_or_unknown"": 28}"
0401_020720,af,True,24,2165440,0.002,0,8,1,0,"{""snapshot_file"": 24}","{""binary_or_unknown"": 23, ""json_like"": 1}"
0401_020720,b0,True,34,3931824,0.0037,0,14,2,0,"{""snapshot_file"": 34}","{""binary_or_unknown"": 34}"
0401_020720,b1,True,29,1833872,0.0017,0,13,1,0,"{""snapshot_file"": 29}","{""binary_or_unknown"": 29}"
0401_020720,b2,True,26,1466448,0.0014,0,7,1,0,"{""snapshot_file"": 26}","{""binary_or_unknown"": 26}"
0401_020720,b3,True,27,3562000,0.0033,0,15,2,0,"{""snapshot_file"": 27}","{""binary_or_unknown"": 26, ""json_like"": 1}"
0401_020720,b4,True,29,962976,0.0009,0,9,0,0,"{""snapshot_file"": 29}","{""binary_or_unknown"": 29}"
0401_020720,b5,True,21,2334320,0.0022,0,7,1,0,"{""snapshot_file"": 21}","{""binary_or_unknown"": 19, ""json_like"": 2}"
0401_020720,b6,True,26,1960832,0.0018,0,11,1,0,"{""snapshot_file"": 26}","{""binary_or_unknown"": 26}"
0401_020720,b7,True,26,1469728,0.0014,0,6,0,0,"{""snapshot_file"": 26}","{""binary_or_unknown"": 25, ""json_like"": 1}"
0401_020720,b8,True,22,2354640,0.0022,0,13,1,0,"{""snapshot_file"": 22}","{""binary_or_unknown"": 21, ""json_like"": 1}"
0401_020720,b9,True,20,14302784,0.0133,0,5,2,0,"{""snapshot_file"": 20}","{""binary_or_unknown"": 20}"
0401_020720,ba,True,23,2463984,0.0023,0,8,1,0,"{""snapshot_file"": 23}","{""binary_or_unknown"": 23}"
0401_020720,bb,True,24,13132368,0.0122,0,9,2,0,"{""snapshot_file"": 24}","{""binary_or_unknown"": 24}"
0401_020720,bc,True,32,2312816,0.0022,0,16,1,0,"{""snapshot_file"": 32}","{""binary_or_unknown"": 32}"
0401_020720,bd,True,28,887936,0.0008,0,16,0,0,"{""snapshot_file"": 28}","{""binary_or_unknown"": 28}"
0401_020720,be,True,28,3014288,0.0028,0,13,2,0,"{""snapshot_file"": 28}","{""binary_or_unknown"": 28}"
0401_020720,bf,True,42,2344928,0.0022,0,18,1,0,"{""snapshot_file"": 42}","{""binary_or_unknown"": 42}"
